,33N,35N,36N,37N,42N,47N,54N,63N,64N,66N,77N,79N,84N,85N,86N,88N,92N,99N,100N,101N,107N,109N,110N,126N,2,4,5,6,7,8,10,12,13,14,23,24,25,27,29,49,50,69,70,71,72,73,90,93,98,106,114,112,115,118,119,120,121,34N,38N,39N,46N,53N,55N,56N,57N,58N,59N,62N,65N,67N,68,75N,78N,83N,89N,102N,103N,104N,108N,111N,1,16,18,21,41,48,51,60,74,91,94,97,113,117,122,Pool1,Pool1v2,Pool2,Pool2v2
Label,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Pool,Pool,Pool,Pool
F1417,NA,NA,NA,NA,20622.77184,29599.96613,27458.035,45412.84113,38857.45778,61469.59127,81824.329,11487.58392,78382.80183,NA,49766.9375,29514.73288,NA,NA,37464.3966,38645.08717,41660.28338,5105.083217,21356.17344,61028.72898,23334.96427,40653.69786,NA,NA,8547.426117,43572.9282,NA,NA,58726.58909,11435.67407,48145.14522,15009.52634,30321.53486,68444.01929,155458.935,48824.70756,43110.782,29085.10032,43488.14444,36795.10417,15646.41218,NA,50758.90763,35924.9935,34515.055,NA,86258.14777,65613.3324,18189.894,41647.56357,76431.77333,51669.4815,5082.881012,22669.0182,NA,29475.24523,72917.2132,15941.8506,NA,3396.74602,21066.5514,NA,45279.26743,NA,31164.04019,16285.44762,NA,20012.57459,39028.70471,53142.831,39327.2892,7489.912216,18908.31,55925.44444,25000.47147,60026.73204,27179.98217,NA,28267.674,18875.47506,43009.63857,29935.99783,43866.30222,33068.65933,60750.0552,NA,23804.74365,3369.636244,4325.377785,48590.8644,28248.33786,73373.16733,40576.04229,40232.27325,30370.42286
F1418,NA,NA,15294.49976,16535.32733,NA,48581.32254,17188.677,NA,29346.97857,34428.06714,37470.50125,NA,NA,40559.5722,18371.4936,23527.47571,NA,80962.96727,92745.20436,57029.30036,32614.1825,25000.71417,44918.95778,NA,NA,52456.29964,31612.2996,49165.64899,NA,63206.6388,24676.46743,26680.70429,NA,33789.8015,44309.06818,NA,17316.819,63314.98667,18960.1956,25054.19714,12953.66235,59627.5265,24621.12714,NA,NA,72410.21052,25044.61883,19981.75431,25934.30714,106994.6748,54305.25673,50554.5348,NA,83342.0335,72013.55908,26267.56567,60224.59022,27089.93829,NA,NA,55788.5974,NA,NA,15657.4776,NA,56293.62444,17690.994,6898.345269,25811.95267,4661.244881,58954.0152,NA,64201.01333,27500.94286,NA,133338.3562,68145.7488,50903.7648,58348.3506,70082.4786,NA,31819.13333,50378.79778,NA,44926.94,55572.23111,24326.17883,63377.2626,22763.11714,3153.188538,31471.41978,67718.18,83224.5024,49337.11778,59526.7524,69100.95617,48706.70464,41875.40933,34285.76496
F1419,180890.9228,160361.4794,139940.0949,149759.0323,128419.5706,168929.2153,149900.0022,192049.6309,263284.2425,248004.6848,146664.7596,156838.2413,174113.8662,205194.582,136078.1464,230945.799,301807.0562,201184.4184,192704.1913,330584.1114,137079.7596,181549.2554,112112.2169,128008.6001,133185.3462,150743.3862,184613.005,165741.7683,291534.486,170692.7687,119962.8222,217793.7972,214924.3232,122751.1475,152206.2572,127878.3235,208526.1441,110474.0762,165577.7788,188428.8496,180010.6628,147965.0751,220732.1864,190334.2739,310436.4124,223214.4189,173902.5708,156064.9779,104909.0568,205638.5976,201017.7858,179295.7561,200496.4843,176407.0332,152767.2938,177954.5691,153487.5828,166218.7536,184426.9508,209070.0783,121008.7131,140832.5089,207815.7099,126632.5009,131790.2654,138385.8798,215692.9295,191334.3486,147540.6948,230095.5799,151292.7664,125521.4485,207792.4641,152855.8417,237061.3152,192770.6174,207605.5295,165745.5558,139049.5949,164167.0375,167369.8601,142940.1533,316146.7792,200779.4304,125202.5976,142937.7698,154377.2974,150367.8996,180117.5906,164192.7839,174541.5312,150310.0107,203960.298,181356.1061,180206.7657,140087.4258,150100.9713,168393.3821,194259.6383
F1420,NA,NA,7454.794195,72090.368,55197.2982,NA,NA,40986.6306,NA,80717.504,76108.1928,50407.73333,NA,17628.1326,29480.34222,104109.1311,14601.8052,NA,NA,12135.07066,78149.7665,97718.14393,22697.9544,78598.13818,31081.25429,12872.5268,NA,4489.07938,80988.36525,NA,37084.36286,47221.82889,37311.98183,18985.1406,50705.02238,102149.775,NA,NA,34354.254,54738.08889,45934.69556,NA,NA,NA,39404.38071,NA,44598.02738,10194.44848,NA,NA,30541.41357,42750.59425,56982.3624,NA,10253.24667,48837.23111,6456.314518,NA,NA,50593.449,34122.9065,NA,77043.02614,111859.748,5282.256706,NA,79916.256,56372.736,121177.9344,71203.30764,NA,99174.14691,40492.07667,12883.07638,NA,NA,NA,53856.34571,NA,37165.30033,55693.3995,13153.9974,3468.629704,NA,65402.5125,47617.6045,18821.5014,NA,NA,79802.90143,7466.972449,NA,NA,12687.1311,NA,8138.640574,3577.228516,29157.806,18316.9932
F1421,3997.1868,16406.8254,6477.934,12858.6486,8703.8094,6775.062,10834.47433,7997.156433,7314.118333,3488.985527,19399.2276,11131.4568,25826.597,5136.354946,11897.175,8188.9446,12317.39147,11017.7076,11308.82558,5690.575157,18769.6158,5565.617618,9052.0416,8146.0392,10690.4292,16770.10822,8166.82246,5418.054,12059.4108,5988.7956,14113.881,13043.494,59743.43793,6049.8635,16041.96704,10732.91611,12620.59933,5083.557124,12398.71099,6193.3446,9558.924,15727.21733,8961.487548,13442.81067,6832.9344,7775.117333,14122.62826,13293.6894,12621.1722,21318.05128,1507.000768,10296.64217,5169.47179,23349.5178,19515.41868,82660.51333,35209.0215,12858.08033,9190.505333,4926.790451,11043.6504,9147.8304,8156.758813,24911.907,16129.437,20537.45538,8658.9084,NA,10831.56671,13040.80893,5319.4495,10123.01917,28535.0844,7327.8432,8608.914539,12261.32333,9360.3618,18130.026,11179.3512,15467.14014,6361.192697,4497.0846,2978.745855,8478.486835,8187.3095,8031.400781,8785.9225,9775.311584,16577.75432,7713.251667,14047.0284,5603.062537,8141.0502,3347.313324,1950.529797,1240.180261,538.2423744,10108.7118,6718.411833
F1422,123737.03,206572.5384,78692.4948,NA,125284.7658,58227.6168,25822.26769,36216.005,90571.72074,15565.95711,39646.12556,99889.58255,100082.3334,NA,69795.38618,NA,105827.5985,19806.72047,128106.1905,NA,229605.1644,NA,185250.7502,105319.5997,77548.71901,30838.66613,NA,9981.888107,47979.33007,84424.26819,33779.61257,5647.600686,207055.7399,116001.1185,115216.9638,143953.9517,62996.80947,37234.62428,157722.9812,154368.6402,123388.8992,22172.60742,25635.46138,6433.535339,142311.2878,14375.47813,48374.94781,41520.85693,NA,125002.3884,78428.92745,129577.0907,62699.40868,NA,82979.55782,67699.7322,NA,3881.405033,118401.9503,59224.792,35951.92575,135208.4283,NA,107165.5239,80409.47829,32347.6782,64110.14204,NA,65897.10632,25660.61329,22849.48027,151593.0227,232316.8315,22340.24444,96308.97074,35987.43584,56841.6726,68855.83223,37173.71965,178243.3771,NA,36417.57702,12464.47528,53377.97969,NA,NA,58154.16389,128963.6508,15574.6602,11889.66069,67167.3359,39248.95469,NA,93269.799,36396.09318,40071.51404,15657.31301,47293.95702,22756.94984
F1423,270853.8078,181366.1148,212777.6,NA,40819.32416,33777.78948,30431.79944,NA,206368.715,64094.51684,82364.95878,66543.91714,158952.9939,NA,92789.5195,NA,34276.66,NA,71791.61156,NA,264110.518,55527.68555,132093.753,64666.24052,80318.71554,70825.32988,NA,31871.60896,44496.44634,155708.6856,83203.82767,NA,23914.64429,257255.869,82825.42219,320044.8241,92978.327,52482.93172,52061.2128,60577.46383,35638.39838,12738.90855,25480.74785,53252.47781,57542.1282,NA,136903.149,NA,25654.50329,82476.46137,169839.9087,9183.123954,82893.76254,78738.63556,119500.2692,90555.04029,63084.24168,38703.15243,283261.7765,31730.16103,3349.644269,98539.26217,NA,23342.41144,157979.2065,181771.307,108935.3406,NA,29513.3269,NA,130161.856,NA,NA,102186.1179,142322.7985,132886.6245,103389.485,132984.4661,91301.83938,157302.8881,NA,9562.771606,90015.22535,59064.1551,13001.33398,53078.69353,30947.32005,164196.9687,27907.45932,19000.76634,49057.5993,5175.169077,35380.87866,134419.6248,207126.2126,121260.8164,45675.16852,55319.04,66186.90162
F1424,81464.3832,264793.2163,82413.291,13739.16717,49623.48,NA,29034.33556,41000.97167,64973.05716,32095.84625,NA,40080.43282,33606.15333,NA,22861.905,NA,17413.55508,NA,NA,23881.14517,NA,NA,45451.616,71483.79333,54289.3002,16935.6594,13728.7302,11420.8188,52928.12,22351.12727,18162.9534,NA,NA,NA,3665.780682,94715.40975,21935.6352,NA,88942.99594,47287.68222,26717.7495,43874.06075,44219.83275,46708.18522,53381.3022,21420.48817,NA,62729.54025,NA,NA,27129.74,NA,16087.5294,NA,NA,30878.244,15087.7338,18732.32517,NA,4984.80862,73084.8588,58516.9788,17767.8246,14528.80957,3825.703735,44091.31571,27935.01071,NA,24299.23733,17359.7244,63098.98867,56217.28388,NA,NA,NA,NA,NA,NA,32867.36664,NA,13272.7356,14832.297,NA,71201.0124,8525.048885,60316.98075,23442.0985,NA,NA,43340.89083,3775.070121,52697.83357,50332.9,NA,3208.272789,8126.434326,NA,23635.67817,26858.46857
F1425,NA,NA,26885.12222,NA,NA,13557.885,9907.302857,NA,NA,211957.3339,2563.977237,NA,NA,95472.54662,NA,17564.91933,NA,100208.0235,NA,218062.4742,49632.5676,54987.31015,27041.77333,NA,NA,21799.01667,16015.6878,15705.26867,NA,NA,NA,36166.2588,NA,144927.3772,NA,NA,26675.58889,NA,NA,54534.75491,NA,18505.26925,16850.35178,2357.784805,NA,30817.053,36929.72075,16652.538,98262.14109,56357.7396,23841.2295,2758.04383,22983.057,119707.3455,39667.539,NA,114944.892,22672.05943,NA,NA,NA,NA,15258.04457,NA,NA,NA,NA,NA,2379.972168,11942.06933,47435.27855,NA,NA,42734.55709,NA,55867.01993,22771.64825,NA,100253.2153,27138.64111,11264.5405,93240.60682,122279.6125,NA,249021.2491,205168.1455,23567.14189,29091.38909,70784.301,21713.0355,64848.0198,NA,97234.7285,NA,39639.927,38477.1636,32429.93963,62121.16655,55981.569
F1426,88148.6454,56242.16975,123419.1244,NA,NA,45844.617,66410.5746,NA,111988.128,43623.1035,51644.1324,26120.90867,127919.9556,NA,114165.6436,12938.04857,NA,NA,NA,NA,51437.5878,NA,12335.27764,NA,12811.752,3416.229039,NA,NA,10886.88715,51096.27345,NA,NA,50026.58222,25002.08759,45657.16655,NA,40596.54863,88852.194,59691.38783,48050.98222,73567.13891,60996.62545,43182.7884,82703.096,12409.84943,NA,NA,NA,NA,NA,88658.5212,40999.68667,NA,10103.73627,20678.10017,32545.332,56468.4954,NA,153359.79,6940.598563,26003.43684,147347.3568,NA,NA,100393.4067,203812.2127,72818.88317,NA,22980.10167,2813.304382,110648.8659,NA,43560.9546,26317.48429,66558.31875,18574.17953,42674.17003,37960.42653,15258.3576,23212.59683,NA,NA,NA,NA,3827.584732,29502.93817,36939.33675,29351.75657,42270.85556,NA,3247.014927,45876.82444,3709.020299,118282.2648,44478.90144,36455.36738,24170.62629,63318.97778,42701.30071
F1427,NA,NA,29031.65571,15177.5358,NA,50462.7372,NA,NA,38264.51475,17268.33709,41303.85675,3634.112714,NA,44337.20122,24681.4075,18336.18533,NA,51746.75111,46036.606,38798.58889,17524.85143,33570.09257,28784.49817,NA,15627.75825,59453.57045,14847.97449,33912.175,NA,40405.01111,32242.13486,25740.72286,NA,16802.952,43431.05975,27832.23143,10558.58247,29306.365,22054.3734,21164.3358,22316.07714,44327.70711,35159.12145,19644.34483,NA,58347.3528,34812.86513,20781.68736,20039.8152,50741.98889,57007.3074,30267.65829,20285.274,58046.07709,72444.69567,24071.70133,40943.38111,41686.0884,8949.860103,NA,47091.37456,NA,NA,26128.89,30135.28571,37433.62889,26172.1705,5123.269021,37156.8735,16557.4932,38566.10667,NA,34331.275,35899.551,NA,3556.606155,35849.1575,20926.84895,44461.97556,32787.59,20514.768,21983.5296,34397.43125,NA,27285.7525,36403.92222,21486.6252,40582.61556,39787.275,13266.66585,43110.79578,23135.77543,5418.002319,43404.1205,53607.60667,62536.25891,44714.90405,33229.64071,30935.56714
F1428,31314.528,37966.98182,124511.1551,NA,18841.19497,79028.37374,14225.8422,NA,151232.5548,26399.5481,64340.29333,21936.03491,37500.78719,NA,43092.65531,NA,NA,NA,86927.61,27222.13792,133207.9297,6080.387841,91662.77363,28546.88506,35050.9575,14330.88233,2340.910645,16604.724,42866.4858,37726.71342,46129.86485,NA,69451.13891,64261.29231,64463.8668,28902.38131,40983.15281,44459.03538,45341.00984,67568.62588,75486.94109,60911.27563,29298.79551,59284.45438,28747.173,NA,15076.46478,NA,9294.349548,86925.96,40528.06014,76224.46985,28547.64707,9247.979802,5047.94781,2933.634384,39796.2552,11063.52342,27275.86818,24654.4025,189823.4676,149675.5779,19539.21384,26747.92033,103414.9854,106733.3702,56889.91071,NA,35371.9954,NA,129359.783,48794.4156,177390.7948,17316.36589,NA,41519.4558,62369.55685,94878.87392,44409.63214,49591.54291,NA,19418.75111,42707.22414,46460.14562,19814.67345,60638.93205,53298.26967,53452.3785,27577.54187,27012.60638,13454.37228,174913.4502,37130.2685,43604.51092,17697.09175,37219.66395,27505.34545,29304.91525,21074.7726
F1429,NA,NA,8576.285076,6951.172363,NA,40713.56929,NA,NA,5425.111084,46895.24775,34387.155,NA,NA,39948.92775,7071.855957,11312.87166,NA,63524.747,NA,51114.16,45143.19875,25511.60483,44582.06137,NA,NA,40111.5455,18137.58,43382.83714,NA,35518.62857,20445.605,21573.15667,NA,38148.97125,45041.27571,NA,NA,34129.89133,5823.016174,14611.3068,16439.08191,45927.71111,22038.147,NA,NA,40841.028,24226.3955,NA,20103.6744,NA,53664.46867,55106.26889,4459.015076,58926.77045,30165.4896,34047.07117,42710.68425,30259.02,NA,NA,44555.31929,NA,NA,NA,NA,39844.1485,23355.287,4139.320969,4725.93071,8023.810198,49053.74889,NA,32211.9774,30278.25467,NA,43667.5265,57293.676,29163.6984,40929.83887,35454.08033,NA,23470.2516,48239.56222,NA,59155.5708,23342.77315,19629.40578,71108.51491,33731.932,3471.747223,31161.08286,46671.05556,55509.6096,25575.6096,36521.57143,76182.42036,49962.60337,42723.25357,35239.582
F1430,NA,NA,9693.615179,11602.47095,NA,39640.6075,NA,NA,22349.7222,25597.5612,28418.3418,NA,NA,35013.78514,22270.64217,12891.59899,NA,64399.18545,62005.90222,40067.23467,27298.72433,25998.5475,26843.8134,NA,NA,42972.2526,31712.37111,26646.249,NA,42977.07867,23114.36286,23083.87633,NA,23956.9805,27897.4902,NA,18877.3782,33901.33371,19412.199,24490.82133,18152.9754,41590.37111,30314.63825,NA,NA,58093.97236,24041.77133,28875.91078,20896.9254,84214.85673,37526.02971,25047.7734,4919.971201,67217.024,33143.03417,30175.47783,39404.14075,25809.957,NA,NA,24926.0418,NA,NA,21405.52067,NA,39945.93412,21176.3094,9526.756737,29859.59314,4540.250244,51108.3138,NA,34764.51333,29778.34017,NA,NA,46951.01663,26740.0422,38166.93075,39187.54913,NA,21985.5252,36105.11325,NA,36301.69463,36124.42429,22233.9774,40675.38075,28226.385,10688.36605,30628.83086,43084.251,56949.16444,31852.02857,50456.62444,47910.9675,34732.42971,31730.10217,29871.13867
F1431,128235.1687,NA,20677.10233,NA,11789.27307,40475.1775,14143.99834,NA,69102.64743,NA,57718.7388,8085.1734,2768.173477,2221.564387,34706.639,36961.75413,NA,2337.019922,102164.742,39737.38925,6217.202786,27844.55399,13263.58665,NA,NA,4067.867964,NA,15685.31643,4990.836772,86331.72444,NA,10010.1035,NA,NA,60122.1158,36419.8705,30050.13692,111375.4338,NA,2864.216647,37884.92579,6850.954834,21160.04164,5944.947249,NA,32571.17877,75765.31463,24719.4972,4126.561176,118186.2101,111745.3593,56806.48222,7344.460283,86247.59936,73747.866,37334.49525,95156.25377,NA,38873.42222,NA,NA,13711.555,40846.9386,47417.04,52930.2966,81932.095,63892.08923,9833.065643,53363.57557,31176.18347,77533.0512,20802.08975,90044.4654,85150.23776,NA,240914.8843,214402.4527,25199.87556,69491.23111,97629.81387,30794.75173,17021.15532,32176.74533,NA,4930.916486,29767.80343,32382.6012,94516.769,39081.27086,17271.5799,48773.31852,84910.7844,69620.00175,116747.0559,146753.1113,86337.57776,50589.36143,102014.9936,26740.42856
F1432,NA,NA,35771.05029,45136.4808,18248.7642,25790.00033,35405.14667,NA,18906.3144,57866.4132,64390.01446,76698.8904,NA,40585.515,20546.38617,34400.4245,NA,12369.16592,5084.678602,28244.29371,50667.2862,43715.63778,55079.5578,34468.89687,NA,27764.7125,NA,35438.81143,52439.626,21479.6406,59376.0725,41600.6695,NA,42195.9642,52249.797,37411.634,20852.22071,NA,51308.59,44108.7468,66775.7694,NA,NA,3826.739299,25245.78571,11587.94294,48918.62985,22942.44,12678.02721,NA,39744.91219,70449.65814,64635.56079,28051.09067,22542.2976,64462.85723,29296.38667,8033.288261,23770.54286,27679.55929,68957.49575,32998.13786,4875.549944,50428.812,36607.04438,NA,53638.71418,43836.3474,43831.57248,29490.68747,NA,46138.24222,69352.089,37945.48889,NA,3086.317454,NA,47801.53778,7835.449747,53542.97887,68630.55877,25694.20833,28569.64786,NA,54027.68583,27450.4758,41758.07513,45006.15825,NA,27671.60571,32970.3054,3049.478465,4167.341606,32673.14743,11517.22635,31690.39886,24340.1485,53700.5982,49253.1271
F1433,NA,40880.21143,17085.3294,71960.24188,75863.19091,NA,19093.54083,48873.50677,NA,56807.78473,62454.43782,69803.43083,NA,21286.7785,25987.701,66762.01891,37205.9664,NA,NA,13669.67818,50441.7834,75283.92993,24933.85933,74479.7832,48156.8214,17599.1964,NA,8403.010946,95732.9232,NA,46745.88889,50520.53236,43325.92333,20857.71017,44436.37163,81082.2258,3709.703474,NA,35780.30767,47600.98444,47611.27467,NA,NA,NA,66548.48582,NA,41935.60222,18062.1756,NA,NA,29118.46929,28711.65633,54940.8636,5138.573285,10557.52167,51710.71683,7660.387665,NA,15432.9726,78687.07485,39834.45714,15673.4424,77602.87156,89958.6546,34470.975,NA,68207.77385,66714.94621,95954.63906,76458.4206,NA,81336.58,30822.07383,14604.03572,28967.63657,NA,NA,41345.21286,NA,29372.222,52710.48689,15984.756,NA,NA,44861.83325,14911.03575,19755.4422,17675.0292,NA,78947.92281,11323.70809,NA,NA,17788.7784,NA,8452.858395,3816.11968,26576.84233,22136.44533
F1434,25915.72733,13429.71279,23690.576,NA,5375.492172,29391.66514,30531.00222,NA,101533.1346,68590.7676,57970.1844,NA,105820.5626,NA,59704.78643,16397.17529,NA,NA,34023.275,30468.8208,66868.67955,NA,13889.51664,NA,7654.836404,NA,NA,NA,2348.046051,67958.40291,NA,NA,64201.61745,100313.5807,59313.51767,11400.42618,24127.61,78265.86473,88529.805,60435.14478,43310.5068,37137.25275,38157.27533,41201.90836,17973.75146,NA,17345.7552,NA,NA,34880.72062,110066.6364,53211.48889,NA,43192.21367,31522.30714,54700.646,29887.104,NA,26826.50425,7888.615853,65350.86762,4331.62426,NA,2948.361533,85094.44781,31348.05497,79806.57192,NA,20910.8445,10605.34894,52149.94538,NA,50004.51413,NA,31807.8684,89295.56429,100379.604,220495.1221,18351.5376,55987.5558,NA,NA,NA,7160.499318,25838.89417,61420.10286,29518.61,38613.1565,43989.79975,NA,3995.331682,64015.52929,13409.46938,191567.6413,46621.71788,52065.85067,27909.39833,48837.23111,36772.07625
F1435,58857.61709,35867.39907,56990.32987,48658.6975,26538.12554,123069.5387,35911.15894,35737.40083,44923.24392,58620.82965,24732.983,82061.3475,33373.065,144067.5243,29226.35033,47780.02641,48108.36104,58967.66889,39118.4668,44925.3612,36972.15709,66002.02338,24571.99644,20302.24642,30380.37664,36091.35554,62111.88659,97316.802,35105.16,21679.554,24837.43007,53240.59767,42512.33811,47822.4972,34311.752,22705.30891,54015.478,24795.78144,81339.8563,52263.15556,62561.3196,43138.24743,13718.59497,62251.03933,62824.49167,49491.48303,45891.81689,41181.1335,40544.10609,37659.70917,43098.30238,59748.23459,49113.21583,42822.73918,37495.17358,270396.067,113429.8778,58540.8915,44523.30908,62079.36097,23575.19409,78568.73655,48565.38489,29612.24973,22765.29689,58440.543,78813.52675,127912.1078,29353.82248,122103.8837,86802.84286,27901.28836,59836.16291,46065.11168,66647.26982,44472.895,63769.40607,31615.485,65868.29629,58343.7008,31007.48,42046.04192,94564.809,95091.72089,20747.74217,53187.026,49448.81511,19262.26133,53228.85383,48581.73259,56183.72356,107511.1,72419.22975,114495.3441,35242.4755,23587.69778,36939.60198,61257.4599,54124.87387
F1436,NA,NA,18870.3936,14398.254,NA,41815.65857,NA,NA,38596.04,32045.18429,31561.185,NA,NA,46772.8728,18533.1372,14957.026,NA,72513.44291,15681.12698,42150.12444,30030.792,26045.44567,41481.45625,NA,NA,60301.01675,12740.27722,47597.23718,NA,54691.19333,23805.32433,28710.25625,NA,27235.60457,45973.60889,NA,NA,47319.2915,26386.70467,22891.2945,15166.38435,47067.22221,31585.17911,NA,NA,63154.95494,26910.21143,39463.70909,21880.48933,84308.65164,49849.0902,36189.09257,NA,71429.81236,53868.80237,30126.98057,46753.43738,34169.89778,3472.639382,NA,50481.20311,NA,NA,16550.5086,23034.9825,48754.41556,17863.6134,10894.59643,30666.14571,3996.063671,41411.61375,NA,55119.24,28796.16143,NA,49355.58444,51189.99111,36276.21566,51662.0928,53965.80889,NA,28476.35888,50194.329,NA,33991.128,44996.78444,19892.1408,53265.5574,33595.92522,11488.37976,37326.51225,72139.26109,19360.8945,46616.17778,57962.202,65998.688,54320.26364,36426.429,34236.7935
F1437,NA,NA,12717.14001,16341.74866,NA,43646.7654,20565.345,NA,29297.08571,23298.4105,31663.94467,NA,NA,43731.60222,21266.82183,15128.6436,NA,51787.66,12723.97313,40523.74667,16806.101,27144.06017,31743.83143,NA,12899.5584,56362.8975,28960.6915,37646.35622,NA,39558.792,29472.53725,22538.0615,NA,17406.621,43518.07778,20628.2085,26939.14929,37778.87143,20604.57,19351.3332,14878.59108,36749.25236,31323.29625,15296.274,NA,53346.3792,27746.41571,21621.69455,20384.0562,13154.72732,47967.52526,29379.20683,3590.276518,64627.68582,60083.46825,26126.89467,39028.887,25198.28517,NA,NA,36518.2335,3588.678491,NA,19636.704,NA,31770.3555,14669.04282,12979.88588,34071.83214,5544.36203,30851.42775,NA,37734.96571,24304.2265,NA,37141.24375,38774.64222,31375.619,44779.26889,42125.005,14198.20507,24265.311,36938.7005,NA,35394.1835,47134.02444,23577.80383,39106.81125,25333.59714,13763.6532,34303.94888,39094.74675,11282.71219,38358.315,50651.3214,62796.68945,48490.0866,23708.7258,30252.035
F1438,6755.106,23726.64343,2165.702911,5788.499342,15048.3245,12251.39767,3675.674221,15666.6375,7679.0688,14694.09367,35646.60889,18018.36725,17946.0325,17600.67771,22136.859,4243.785167,10887.3595,17741.9,53786.20889,8736.239286,23339.87857,13883.18643,20126.89029,13991.619,22823.53125,23267.69486,13719.2105,14095.73,9398.592167,11201.677,19360.341,16066.49786,41129.67571,9620.7876,31166.71675,15943.381,15498.71714,17806.0815,44084.586,12192.06857,12084.7595,3487.663395,12148.587,16146.939,11695.64633,16790.137,13368.971,25686.076,10070.44733,39056.92375,11823.32717,14594.56457,11970.00867,31188.025,24928.46714,26006.6592,10980.42,2477.553876,9864.580333,13084.5885,19420.83017,4963.0572,16414.983,23257.05643,19768.90163,8741.7258,17575.73486,8597.304,18968.26643,14458.87543,6871.8486,16654.83617,43163.08313,9844.623667,12703.41617,16541.08317,18243.82214,26600.015,12947.88533,35315.16214,25719.23025,4275.573,8507.527,14353.11771,14474.35925,30447.162,20056.05257,19258.9875,13445.12714,16014.312,11705.58283,13115.52133,17434.144,9112.687333,11815.93029,17500.90629,6348.0036,13354.0035,13162.4195
F1439,42498.7195,NA,14822.81417,31266.063,38009.02108,NA,16892.90525,NA,NA,26883.25471,59912.901,2250.554527,30865.25778,53725.62643,33538.57875,112737.4895,NA,NA,NA,64532.4745,54893.967,89595.60831,47152.0368,NA,NA,15382.0848,NA,NA,16046.23886,NA,3600.188812,40227.65083,26167.64033,26402.67,43643.56945,73520.82063,18244.773,11756.0796,NA,60715.083,39432.57733,NA,NA,NA,NA,NA,44689.4664,44617.98379,NA,NA,45446.85367,61654.17707,67422.3438,26438.43086,17258.38422,57010.53831,39227.46413,NA,26406.777,NA,NA,NA,77304.555,110559.3138,40798.13556,NA,53651.93564,50750.1036,26541.47925,64994.51281,NA,31012.0655,25214.56364,39755.34875,18978.20275,NA,NA,NA,33296.913,14530.449,20901.44889,58993.61111,51579.23571,NA,42476.346,46482.01538,19776.40275,39423.39717,NA,107096.2134,98216.99908,NA,18503.72367,24702.2945,27960.72667,19394.8865,NA,42211.11038,42227.31857
F1440,NA,5457.811279,17885.565,9014.37439,11724.17953,33371.33643,15389.0694,16258.21906,33636.148,15821.74687,33073.23086,NA,NA,37928.75878,22329.51433,12152.31262,3727.868919,37226.0525,NA,25892.39714,9790.570286,25823.92667,25885.79233,38789.218,19393.70063,54510.82955,32642.3,24143.57533,13614.981,8708.77449,30155.91429,24885.98743,6237.196716,14817.33,34383.46275,26587.90357,10298.25484,NA,25651.15475,19118.8458,18995.1265,32066.94589,16290.35715,19561.52467,25342.84913,41874.64885,22571.98783,27177.96854,18926.2704,NA,48475.1196,15570.84268,5083.003293,17081.43567,57407.47345,26421.20633,25301.12062,32876.86025,7809.620845,32424.05081,28209.74617,8406.466782,42429.72418,18866.4024,25733.12383,16164.36,19895.42577,11968.53193,30612.26143,7934.622216,20802.34286,6297.323848,20624.526,28838.07143,NA,27848.6955,21726.187,24615.42967,33447.57325,30558.08925,20205.45,22195.80467,24325.272,NA,25578.178,21204.2478,16321.16203,21688.31314,25155.37029,13222.50986,32510.18571,39190.71556,3985.05576,35427.55613,43629.82889,42368.63778,36317.11556,27668.58286,24426.96
